Age_at_enrollment,Previous_qualification_grade,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_grade,Curricular_units_1st_sem_approved,Curricular_units_2nd_sem_approved,Actual,Predicted
18,130.0,118.8,0,0,0,1,0,0,13.677142857142858,14.533333333333331,7,8,2,2
18,150.0,130.8,1,0,0,1,0,0,13.614285714285714,13.614285714285714,7,7,2,2
21,117.0,113.2,0,0,0,1,1,0,10.0,10.333333333333334,2,3,1,0
39,133.1,136.2,0,0,0,1,0,0,11.0,11.666666666666666,5,5,2,2
21,120.0,119.8,0,0,0,1,1,0,12.0,12.142857142857142,2,7,0,2
20,137.0,124.4,1,0,0,1,0,0,12.728571428571428,14.625,7,8,2,2
19,138.0,123.0,1,0,0,1,0,0,13.44,13.066666666666668,5,6,1,2
27,110.0,110.0,1,0,0,1,1,0,12.333333333333334,13.166666666666666,9,6,0,2
19,133.0,121.5,1,0,0,1,0,1,13.0,14.333333333333334,6,6,2,2
25,145.7,145.7,1,0,0,1,0,0,13.333333333333334,12.272727272727272,15,11,2,2
18,122.0,126.6,1,0,0,1,0,0,12.833333333333334,13.833333333333334,6,6,2,2
27,133.1,115.6,1,0,0,0,0,0,0.0,0.0,0,0,0,0
39,133.1,109.0,1,0,0,1,0,0,12.16,12.16,5,5,1,2
18,130.0,117.8,0,0,0,1,0,0,10.0,11.333333333333334,2,3,1,1
18,121.0,125.9,1,0,0,1,1,0,0.0,0.0,0,0,0,0
22,133.1,155.0,0,0,0,1,0,0,11.333333333333334,0.0,3,0,0,0
19,124.0,125.4,1,0,0,1,1,0,13.5,13.166666666666666,6,6,2,2
18,131.0,118.4,0,0,0,1,1,0,0.0,11.5,0,2,0,0
20,130.0,118.1,0,0,0,1,1,0,12.166666666666666,12.0,6,6,2,2
20,125.0,130.0,1,0,0,1,1,0,12.833333333333334,13.4,6,4,2,2
25,160.0,130.0,0,0,0,1,0,0,11.95,12.042857142857144,7,7,1,2
21,130.0,117.8,1,0,0,1,0,0,13.0,11.5,3,4,2,2
36,160.0,160.0,1,0,1,0,0,0,12.0,14.666666666666666,6,3,0,0
37,133.1,129.0,0,0,0,1,0,0,12.0,12.0,4,3,0,0
20,106.0,116.9,1,0,0,1,0,0,11.5,12.4,6,5,2,2
19,136.0,133.0,1,0,0,1,0,0,13.98,13.98,5,5,1,2
27,150.0,150.0,0,0,0,1,0,0,0.0,0.0,0,0,0,0
20,124.0,117.8,0,0,0,1,0,1,12.791428571428572,12.791428571428572,7,7,2,2
18,141.0,133.0,1,0,0,1,1,0,13.0,12.333333333333334,4,3,1,1
18,130.0,126.2,0,0,0,1,1,1,11.333333333333334,12.285714285714286,6,6,2,2
18,128.0,116.5,1,0,0,1,0,1,13.428571428571429,12.666666666666666,6,6,2,2
24,130.0,134.0,0,0,0,1,1,1,11.833333333333334,14.0,5,4,1,2
18,122.0,114.3,1,0,0,1,0,0,13.875,13.714285714285714,6,6,2,2
18,128.0,122.1,1,0,0,1,0,0,11.833333333333334,13.8,5,5,2,2
20,122.0,115.7,1,0,0,1,0,0,0.0,0.0,0,0,0,0
20,130.0,131.4,0,0,0,1,1,0,14.166666666666666,12.333333333333334,6,6,2,2
24,133.1,105.0,1,0,1,0,0,0,11.285714285714286,10.333333333333334,6,3,0,0
20,124.0,121.2,1,0,0,1,1,0,0.0,0.0,0,0,1,0
41,110.0,140.0,0,0,0,1,0,0,14.5,13.0,4,5,1,2
19,152.0,160.4,1,0,0,0,0,0,0.0,0.0,0,0,0,0
18,127.0,118.3,1,0,0,1,0,0,12.333333333333334,12.0,6,3,1,2
31,130.0,130.0,0,0,0,1,1,0,12.333333333333334,13.285714285714286,12,7,2,2
24,120.0,134.4,0,0,0,1,1,0,15.714285714285714,15.9,6,6,0,2
21,106.0,104.6,0,0,0,0,1,0,14.0,14.8,5,4,1,0
18,135.0,122.9,1,0,0,1,0,0,13.128,13.193333333333332,7,6,2,2
25,133.1,120.0,0,0,0,1,0,1,13.3675,13.3675,8,8,2,2
18,122.0,130.8,1,0,0,1,0,0,11.25,13.0,4,5,2,2
19,118.0,112.4,1,0,0,1,0,0,11.285714285714286,0.0,5,0,0,0
18,140.0,123.6,1,0,0,1,0,0,12.857142857142858,12.666666666666666,6,3,2,2
21,122.0,119.9,0,0,0,1,0,1,11.4,12.2,5,5,2,2
26,133.1,100.0,0,0,1,0,1,0,13.0,14.0,6,2,0,0
19,147.0,141.8,1,0,0,1,0,0,13.0,12.8,6,4,2,2
44,140.0,172.0,0,0,0,1,1,0,12.333333333333334,11.0,9,9,1,2
19,139.0,136.2,0,0,0,1,0,0,13.0,13.333333333333334,5,5,2,2
19,160.0,152.0,0,0,0,1,1,1,13.857142857142858,14.0,6,6,2,2
27,134.0,120.6,1,0,0,1,1,0,12.333333333333334,13.0,6,5,2,2
21,132.0,119.4,1,0,0,1,1,0,0.0,0.0,0,0,0,0
19,160.0,137.6,1,0,0,1,0,1,12.6,11.25,5,5,2,2
18,133.0,121.8,1,0,0,1,0,1,10.2,11.25,5,4,2,1
18,135.0,133.3,1,0,0,1,0,1,14.833333333333334,14.166666666666666,6,6,2,2
30,129.0,117.1,1,0,0,1,0,0,14.692857142857145,14.9625,7,8,2,2
23,133.1,178.0,1,0,0,1,1,1,13.333333333333334,12.8,6,5,2,2
27,133.1,118.0,0,0,0,1,0,0,11.666666666666666,10.0,6,1,0,0
18,130.0,120.9,1,0,1,1,0,0,14.333333333333334,14.166666666666666,6,6,2,2
43,111.0,95.8,1,0,0,0,1,0,0.0,0.0,0,0,0,0
19,130.0,130.0,1,0,0,1,1,0,12.5,11.6,2,3,1,1
31,140.0,120.0,0,0,1,0,1,0,0.0,0.0,0,0,0,0
24,125.0,118.8,0,0,0,1,1,0,13.3,13.3,6,6,2,2
19,141.0,127.8,0,0,0,1,0,1,0.0,0.0,0,0,0,0
23,130.0,129.4,1,0,1,0,1,0,0.0,0.0,0,0,0,0
18,135.0,125.6,1,0,0,1,0,0,11.0,14.0,4,3,2,1
21,135.0,129.0,1,0,0,1,0,0,0.0,0.0,0,0,0,0
21,139.0,146.5,0,0,0,1,0,0,13.417391304347827,13.417391304347827,12,12,2,2
19,128.0,124.5,0,0,0,1,1,1,14.0,12.333333333333334,4,6,2,2
18,144.0,129.3,1,0,0,1,1,1,0.0,0.0,0,0,1,2
26,140.0,140.0,0,0,0,1,0,0,14.0,15.6,5,5,2,2
33,120.0,128.2,0,0,0,1,0,0,11.5,12.0,2,2,0,0
39,150.0,120.1,0,0,0,0,0,0,11.916666666666666,11.25,12,8,0,0
18,127.0,121.8,1,0,1,1,0,0,13.5,10.666666666666666,4,3,1,0
18,130.0,115.8,0,0,0,0,0,0,0.0,0.0,0,0,0,0
18,168.0,155.1,1,0,1,0,1,1,0.0,0.0,0,0,2,0
21,134.0,126.0,0,0,1,0,0,0,11.833333333333334,13.2,5,5,0,0
27,120.0,123.2,0,0,0,1,0,0,10.666666666666666,11.4,3,4,1,1
18,143.0,142.3,0,0,0,1,0,1,13.79714285714286,13.775,7,8,1,2
22,150.0,150.0,1,0,0,1,1,1,13.428571428571429,13.625,6,6,2,2
19,150.0,131.1,0,0,0,1,0,1,13.4,12.833333333333334,5,6,2,2
43,133.1,110.0,0,0,0,1,1,0,0.0,0.0,0,0,0,0
28,133.1,110.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0
18,124.0,118.4,1,0,0,1,1,0,0.0,0.0,0,0,1,0
20,120.0,120.0,0,0,0,1,1,0,12.5,13.142857142857142,6,7,2,2
22,150.0,150.0,1,0,0,1,1,0,14.5,14.6,4,5,2,2
35,133.1,120.0,0,0,0,1,0,1,13.63,13.63,8,8,2,2
20,170.0,125.0,0,0,0,1,1,0,15.66,15.011111111111113,7,9,2,2
18,164.0,165.8,1,0,0,1,0,0,14.166666666666666,14.857142857142858,6,6,2,2
19,146.0,128.5,0,0,1,1,0,0,12.666666666666666,10.0,3,2,0,0
20,141.0,126.8,1,0,0,1,0,1,14.2,14.2,8,8,2,2
19,122.0,116.1,0,0,0,1,1,1,13.125,12.714285714285714,6,6,1,2
20,122.0,123.8,0,0,0,1,0,0,12.0,11.0,5,6,2,2
19,115.0,109.8,1,0,0,1,0,0,11.25,12.0,4,4,1,1
20,127.0,121.8,1,0,0,1,0,1,14.0,11.0,4,3,1,1
20,140.0,140.0,0,0,0,1,1,1,13.833333333333334,12.3,5,6,1,2
23,140.0,127.8,1,0,0,1,1,0,10.666666666666666,11.333333333333334,3,3,0,1
18,143.0,128.7,1,0,0,1,0,0,14.455000000000002,13.91,7,8,2,2
23,133.1,101.0,1,0,0,0,1,0,0.0,0.0,0,0,0,0
24,117.0,116.3,1,0,0,1,0,0,12.6,11.5,4,4,0,1
30,120.0,120.5,1,0,0,1,1,0,11.0,0.0,2,0,0,0
22,130.0,124.8,1,0,0,1,1,0,0.0,12.0,0,1,0,0
19,123.0,116.7,1,0,0,1,0,0,13.0,10.75,5,4,2,2
47,133.1,134.5,0,0,0,1,0,1,12.2,11.25,5,4,2,2
20,127.0,127.4,1,0,0,1,0,0,11.166666666666666,11.333333333333334,6,6,2,2
19,150.0,134.6,1,0,0,1,1,0,0.0,0.0,0,0,0,0
27,130.0,130.0,0,0,0,1,0,0,12.0,13.625,3,4,2,1
40,100.0,117.9,0,0,0,0,1,0,0.0,0.0,0,0,0,0
20,128.0,117.2,1,0,0,1,0,0,11.605,12.4125,6,7,2,2
18,115.0,116.1,1,0,0,1,0,1,13.857142857142858,14.285714285714286,6,6,2,2
28,130.0,120.5,0,0,0,1,1,0,0.0,0.0,0,0,0,0
21,122.0,126.9,0,0,0,1,0,0,11.714285714285714,12.0,6,6,2,2
20,125.0,128.5,0,0,0,1,1,0,14.0,0.0,1,0,0,0
21,115.0,116.4,1,0,0,1,0,0,11.375,13.285714285714286,6,6,2,2
18,130.0,136.3,1,0,0,1,1,0,12.5,11.5,6,6,2,2
19,126.0,126.0,1,0,0,1,0,0,13.0,10.4,5,5,1,1
54,100.0,100.0,1,0,0,1,0,0,12.461538461538462,11.1,13,10,0,2
19,154.0,142.0,0,0,0,1,1,0,13.714285714285714,13.714285714285714,7,7,2,2
19,129.0,124.1,1,0,0,1,1,0,0.0,14.0,0,1,0,0
34,110.0,108.4,1,0,0,1,0,0,0.0,0.0,0,0,0,0
18,148.0,134.8,1,0,0,1,1,0,13.35,13.35,6,6,2,2
37,100.0,100.0,0,0,1,1,0,0,11.833333333333334,11.0,6,6,2,2
27,130.0,120.0,0,0,0,1,0,0,10.6,11.0,5,5,0,1
20,110.0,112.5,1,0,0,1,0,0,12.333333333333334,11.77777777777778,9,7,2,2
19,133.0,135.8,1,0,0,1,0,0,15.0,13.333333333333334,6,6,2,2
21,130.0,130.0,0,0,0,1,1,0,15.083333333333334,13.083333333333334,12,11,1,2
23,120.0,122.8,0,0,0,1,0,0,10.0,10.0,2,1,1,0
19,140.0,132.0,0,0,0,1,1,0,11.571428571428571,13.0,5,3,0,1
20,130.0,130.0,1,0,0,1,1,0,11.6,11.5,4,5,1,2
34,150.0,127.0,0,0,0,1,1,0,15.8,16.8,5,5,2,2
19,140.0,143.0,0,0,0,1,0,0,13.333333333333334,14.666666666666666,6,6,2,2
40,120.0,160.0,0,0,0,1,1,0,11.0,13.4,5,5,2,0
31,133.1,118.5,1,0,0,1,0,0,0.0,0.0,0,0,0,0
21,125.0,122.6,0,0,0,1,1,0,11.166666666666666,11.0,5,4,0,1
34,100.0,134.4,0,0,0,1,0,0,12.071428571428571,12.272727272727272,14,11,2,2
19,142.0,130.8,1,0,0,0,1,0,0.0,0.0,0,0,0,0
19,120.0,120.0,1,0,1,0,0,0,11.6,11.0,5,2,0,0
35,170.0,111.6,0,0,0,1,1,0,14.0,0.0,1,0,0,0
18,134.0,120.4,1,0,0,1,0,1,12.333333333333334,13.5,6,6,2,2
22,150.0,150.0,0,0,0,0,1,0,0.0,0.0,0,0,0,0
20,115.0,112.6,0,0,0,1,1,1,12.571428571428571,12.166666666666666,6,6,2,2
34,110.0,100.0,0,0,0,1,0,0,12.333333333333334,12.142857142857142,9,7,2,2
25,123.0,110.0,0,0,0,1,1,0,11.0,11.5,3,4,1,1
20,122.0,114.7,0,0,0,1,1,0,15.8,13.714285714285714,5,5,1,2
19,137.0,121.0,0,0,0,1,0,1,14.725714285714288,14.725714285714288,7,7,2,2
32,140.0,128.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0
23,140.0,135.0,0,0,1,1,0,0,12.375,12.6,8,5,1,2
21,150.0,146.7,0,0,0,1,0,1,14.666666666666666,13.833333333333334,6,6,2,2
18,128.0,125.2,1,0,0,1,1,1,14.682857142857143,15.055555555555555,7,8,2,2
46,120.0,120.0,0,0,1,0,1,0,0.0,10.0,0,1,0,0
30,133.1,118.9,0,0,0,1,0,0,0.0,0.0,0,0,0,0
33,170.0,138.3,0,0,0,1,0,0,12.416666666666666,13.0,9,7,2,2
33,120.0,140.0,1,0,0,1,1,0,18.0,13.0,1,2,0,0
45,130.0,130.0,0,0,0,1,0,0,11.0,13.8,5,5,2,2
19,125.0,121.5,1,0,0,1,0,1,10.857142857142858,11.666666666666666,6,6,2,2
19,128.0,135.7,1,0,0,1,1,0,13.2,13.25,5,5,1,2
28,140.0,129.3,1,0,1,1,0,0,0.0,0.0,0,0,1,0
18,131.0,126.1,1,0,0,1,0,0,12.59125,12.820000000000002,7,7,1,2
20,131.0,135.9,1,0,0,1,1,0,10.0,11.0,1,1,0,0
18,160.0,155.5,1,0,0,1,0,1,12.833333333333334,12.166666666666666,6,6,2,2
20,160.0,160.0,1,0,0,1,0,0,13.785714285714286,13.88888888888889,11,9,2,2
18,126.0,132.7,0,0,0,1,0,1,12.666666666666666,12.2,6,5,2,2
22,141.0,133.7,1,0,0,1,1,0,11.4,12.166666666666666,5,6,2,2
19,137.0,128.4,1,0,0,1,0,1,13.385714285714286,15.925,7,8,2,2
23,131.0,126.6,1,0,0,1,1,0,12.414285714285713,13.5,5,2,1,0
20,158.0,153.5,1,0,0,1,0,0,14.833333333333334,16.0,6,6,2,2
19,133.0,129.2,1,0,0,1,0,0,11.0,10.0,2,2,0,0
21,120.0,120.0,1,0,0,1,1,0,11.285714285714286,12.25,7,4,1,2
27,130.0,102.5,0,0,0,1,0,0,13.2,12.0,5,5,2,2
18,150.0,136.5,1,0,0,1,0,1,14.50125,14.50125,8,8,2,2
19,128.0,118.2,0,0,0,1,0,0,11.666666666666666,11.5,6,6,2,2
18,135.0,127.0,1,0,0,1,0,0,12.25,13.714285714285714,6,6,2,2
18,120.0,119.0,1,0,1,0,0,0,12.0,11.0,6,2,0,0
20,140.0,140.0,1,0,0,1,0,1,11.833333333333334,11.857142857142858,6,5,2,2
19,140.0,131.5,1,0,0,1,0,0,13.25375,13.25375,8,8,2,2
19,146.0,146.7,1,0,0,1,1,0,13.833333333333334,13.625,6,6,2,2
22,150.0,147.7,0,0,1,1,0,1,13.571428571428571,13.77777777777778,7,9,2,2
18,139.0,133.5,1,0,0,1,0,1,15.228571428571428,15.228571428571428,7,7,2,2
21,118.0,111.0,1,0,0,1,0,0,12.5,12.666666666666666,6,6,2,2
27,150.0,123.0,0,0,0,1,1,0,11.5,10.333333333333334,4,3,0,0
23,136.0,131.3,0,0,0,1,0,0,12.625,12.625,12,12,2,2
19,125.0,133.4,1,0,0,1,1,1,13.0,12.2,4,5,1,2
24,150.0,120.0,0,0,0,1,1,0,10.666666666666666,10.5,3,2,1,0
36,130.0,130.0,1,0,0,1,0,1,9.8,0.0,1,0,0,0
18,122.0,114.3,1,0,0,1,1,0,13.976666666666668,12.041666666666666,6,6,1,2
18,135.0,137.1,1,0,0,1,0,0,13.333333333333334,12.333333333333334,6,6,2,2
17,140.0,133.8,1,0,0,1,0,0,12.46,12.46,5,5,1,2
23,127.0,124.2,1,0,0,1,1,0,10.0,0.0,1,0,1,0
25,135.0,120.0,0,0,0,0,1,0,0.0,0.0,0,0,0,0
19,127.0,125.3,0,0,0,1,1,0,10.8,11.0,5,5,2,2
20,160.0,160.0,1,0,0,0,0,0,13.375,13.0,6,6,2,2
18,111.0,114.2,1,0,0,1,0,0,13.2,12.8,4,5,2,2
42,110.0,130.0,0,0,0,0,1,0,0.0,0.0,0,0,0,0
18,133.0,126.0,0,0,0,1,1,0,13.666666666666666,13.2,3,5,2,2
20,133.1,146.0,0,0,1,1,0,0,11.0,13.166666666666666,5,6,2,2
22,101.0,119.9,1,0,1,0,0,0,10.88888888888889,11.25,9,4,2,0
19,126.0,116.9,0,0,0,1,1,0,13.666666666666666,12.25,6,4,0,2
19,140.0,125.5,1,0,0,1,0,1,14.232857142857142,14.232857142857142,7,7,2,2
19,139.0,126.1,0,0,0,1,0,1,12.333333333333334,12.833333333333334,5,6,2,2
20,118.0,114.2,1,0,0,1,0,0,13.683333333333332,13.116666666666667,6,6,2,2
24,130.0,150.0,0,0,0,1,1,0,11.75,13.5,4,2,0,1
18,123.0,125.1,1,0,1,1,1,1,14.333333333333334,15.333333333333334,6,6,2,2
20,150.0,150.0,1,0,1,1,1,0,16.5,17.714285714285715,5,5,0,2
18,142.0,146.9,1,0,0,1,0,1,13.0,12.166666666666666,6,6,2,2
20,112.0,106.1,1,0,0,0,0,0,0.0,0.0,0,0,0,0
20,130.0,122.0,1,0,0,1,1,0,10.5,12.25,2,4,1,1
23,143.0,141.3,0,0,1,0,0,0,14.0,13.0,6,4,1,0
24,110.0,113.2,1,0,0,1,0,0,10.5,10.0,2,1,0,0
19,131.0,122.3,0,0,0,1,1,0,11.5,11.6,5,5,2,2
39,120.0,113.9,1,0,0,1,0,0,11.0,11.6,5,5,2,2
29,120.0,130.0,0,0,0,1,0,0,15.333333333333334,15.4,5,5,0,2
18,163.0,175.6,1,0,0,1,0,0,0.0,0.0,0,0,2,0
18,125.0,119.8,0,0,0,1,0,0,11.571428571428571,12.142857142857142,5,6,2,2
21,135.0,127.0,0,0,0,1,0,0,0.0,0.0,0,0,0,0
20,149.0,147.6,1,0,0,1,0,0,13.923076923076923,14.25,6,6,2,2
35,130.0,117.9,0,0,0,1,0,0,0.0,0.0,0,0,0,0
18,137.0,121.3,1,0,0,1,1,1,15.07,15.07,7,7,2,2
22,136.0,130.0,1,0,0,1,1,0,11.5,12.5,4,2,0,0
28,130.0,130.0,0,0,0,0,0,0,11.0,0.0,1,0,0,0
21,153.0,138.0,1,0,0,1,0,1,13.5,15.333333333333334,6,3,0,2
21,124.0,114.6,1,0,0,1,0,0,12.8,11.2,5,5,2,2
18,123.0,117.4,1,0,0,1,0,1,12.5,13.833333333333334,6,6,2,2
21,120.0,111.3,1,0,0,1,0,0,12.6,13.2,5,5,2,2
22,126.0,100.0,1,0,0,1,1,0,0.0,10.0,0,1,0,0
33,130.0,103.5,0,0,0,1,0,1,14.166666666666666,14.333333333333334,6,6,2,2
23,130.0,130.0,0,0,1,0,1,0,0.0,0.0,0,0,0,0
24,150.0,139.9,1,0,0,1,0,0,13.0,14.166666666666666,5,6,2,2
21,133.1,123.3,1,0,0,1,0,1,0.0,0.0,0,0,0,0
23,132.0,129.6,0,1,0,1,1,0,12.733333333333334,11.95,6,7,2,2
52,120.0,129.8,1,0,0,1,1,0,13.0,15.0,5,6,2,2
23,130.0,130.0,0,0,0,1,0,0,13.22,13.22,8,8,2,2
20,114.0,114.0,0,0,0,1,0,0,0.0,11.666666666666666,0,2,1,0
18,143.0,133.8,1,0,0,1,0,0,13.033333333333331,13.033333333333331,6,6,2,2
20,130.0,115.7,0,0,0,1,1,0,11.0,10.0,5,3,1,1
19,137.0,146.5,1,0,1,1,1,0,12.0,11.181818181818182,11,10,1,1
19,129.0,118.9,1,0,0,1,0,0,12.8,14.5,4,3,1,1
22,127.0,120.7,0,0,1,0,0,0,11.0,0.0,5,0,0,0
20,108.0,105.6,1,0,0,1,1,0,12.166666666666666,15.285714285714286,5,5,2,2
27,130.0,130.0,1,0,0,1,0,0,14.414285714285716,14.414285714285716,7,7,2,2
30,133.1,130.0,0,0,0,1,0,0,0.0,0.0,0,0,0,0
34,140.0,150.0,1,0,0,1,1,0,0.0,0.0,0,0,0,0
19,117.0,114.6,0,0,0,0,1,0,11.25,10.166666666666666,4,3,0,0
21,130.0,130.0,1,0,0,0,0,0,13.285714285714286,12.0,5,4,0,1
31,100.0,114.0,1,0,1,0,0,0,12.56,12.56,5,5,0,0
18,127.0,120.7,1,0,1,1,0,0,12.0,12.0,1,3,1,1
20,106.0,108.0,1,0,1,1,0,0,12.0,11.0,2,4,0,0
25,100.0,130.0,1,0,0,1,0,0,13.291666666666666,13.291666666666666,12,12,2,2
19,118.0,110.0,1,0,1,1,1,0,12.0,13.571428571428571,6,6,2,2
19,135.0,122.4,0,0,1,1,0,0,10.875,12.4,5,4,2,2
18,125.0,132.0,0,0,0,0,0,0,12.2,10.833333333333334,5,4,1,0
18,120.0,127.0,1,0,0,1,0,1,11.666666666666666,12.25,6,4,2,2
40,120.0,134.0,0,0,0,1,1,1,12.333333333333334,12.75,6,4,0,2
20,113.0,106.7,1,0,1,1,0,0,11.666666666666666,10.5,2,4,0,0
19,143.0,141.6,0,0,0,1,0,1,13.090909090909092,12.083333333333334,11,11,2,2
24,140.0,135.4,1,0,0,1,0,0,11.8,11.25,5,4,1,1
19,140.0,140.0,1,0,0,1,1,0,12.5,12.0,4,2,0,1
22,120.0,115.0,0,0,0,1,1,0,0.0,0.0,0,0,0,0
20,134.0,136.8,1,0,0,1,1,0,12.8,13.666666666666666,5,4,2,2
18,134.0,121.4,0,0,0,1,0,0,12.0,11.0,2,1,0,0
18,142.0,128.0,0,0,0,1,0,1,14.0,13.285714285714286,6,6,2,2
