Age_at_enrollment,Previous_qualification_grade,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_grade,Curricular_units_1st_sem_approved,Curricular_units_2nd_sem_approved,Actual,Predicted
19,139.0,131.3,1,0,0,1,0,0,12.0,12.5,4,6,2,2
20,145.0,153.1,1,0,0,1,0,1,12.5,14.333333333333334,6,6,1,2
19,117.0,111.1,0,0,1,1,1,0,11.25,11.333333333333334,4,3,0,1
20,134.0,129.8,1,0,0,1,0,0,14.85,14.85,6,6,2,2
34,130.0,117.7,0,0,0,1,0,0,12.0,11.0,10,5,0,0
19,141.0,125.6,1,0,0,1,0,1,11.333333333333334,11.833333333333334,6,6,2,2
22,160.0,161.0,1,0,0,1,0,1,13.08,13.08,7,7,2,2
18,142.0,132.9,1,0,0,1,1,0,12.333333333333334,12.333333333333334,6,3,2,0
28,100.0,134.3,1,0,0,1,0,0,13.394736842105264,13.554736842105264,17,17,2,2
30,133.1,130.4,0,0,0,1,0,0,10.666666666666666,10.4,3,5,1,1
19,130.0,133.8,0,0,0,1,0,0,0.0,0.0,0,0,0,0
26,140.0,140.0,1,0,1,1,1,0,0.0,0.0,0,0,1,0
27,160.0,160.0,0,0,0,1,0,0,14.0,12.0,3,5,2,2
18,143.0,129.0,0,0,0,1,1,0,13.105714285714283,13.105714285714283,7,7,2,2
18,142.0,129.8,1,0,0,1,1,0,0.0,15.0,0,1,1,0
30,120.0,115.0,0,0,0,1,1,0,15.0,13.5,2,2,0,0
24,140.0,140.0,1,0,0,1,0,0,13.385,13.385,8,8,2,2
19,129.0,120.0,1,0,0,1,0,0,12.454285714285716,12.454285714285716,7,7,2,2
19,121.0,115.8,1,0,0,1,0,1,11.6,11.6,5,5,2,2
19,130.0,117.8,1,0,0,1,1,0,15.885714285714286,15.885714285714286,7,7,2,2
18,134.0,120.3,1,0,0,1,0,1,12.082857142857142,12.082857142857142,7,7,2,2
24,120.0,120.0,0,0,0,1,0,0,0.0,0.0,0,0,0,0
26,130.0,129.0,0,0,1,0,0,0,12.86,11.566666666666668,4,5,0,0
27,150.0,150.0,1,0,0,1,1,0,14.0,0.0,1,0,0,0
22,135.0,149.0,1,0,0,1,1,0,12.578947368421051,12.117647058823527,17,17,2,2
24,133.1,100.0,0,0,0,1,0,0,12.614285714285714,12.614285714285714,7,7,2,2
24,100.0,100.0,0,0,1,1,1,0,10.25,10.25,2,2,0,0
20,121.0,114.0,0,0,0,1,1,0,11.6,12.25,4,4,1,2
37,120.0,130.0,1,0,0,1,1,0,0.0,0.0,0,0,0,0
19,131.0,118.8,0,0,0,1,0,0,13.4,13.0,5,5,2,2
18,118.0,115.9,1,0,0,1,1,1,12.142857142857142,11.333333333333334,6,6,2,2
28,110.0,107.7,0,0,1,0,0,0,0.0,0.0,0,0,0,0
24,144.0,139.8,0,0,1,1,1,0,12.271428571428572,13.657142857142857,7,7,2,2
19,121.0,111.9,1,0,0,1,1,0,12.0,11.2,5,4,2,2
32,147.0,133.3,0,0,0,0,0,0,0.0,0.0,0,0,0,0
18,135.0,137.1,1,0,0,1,0,0,12.0,14.8,6,5,2,2
39,133.1,100.5,0,0,0,1,0,0,14.0,0.0,1,0,0,0
28,130.0,100.0,0,0,1,0,1,0,11.88888888888889,11.6,8,5,0,0
19,106.0,106.4,1,0,0,1,0,1,13.34,12.385714285714286,5,6,1,2
19,121.0,114.0,0,0,0,1,0,1,12.2,11.2,5,5,2,2
35,140.0,131.8,0,0,0,1,0,0,14.2,11.857142857142858,4,4,1,2
18,135.0,127.0,1,0,0,1,0,0,14.424285714285714,13.9375,7,8,2,2
26,160.0,168.6,0,0,0,1,1,0,0.0,0.0,0,0,0,0
21,100.0,101.8,1,0,0,1,0,0,11.6,13.0,5,5,1,2
18,137.0,132.8,1,0,0,1,0,0,13.333333333333334,11.8,6,5,2,2
18,123.0,116.0,1,0,0,1,0,1,11.666666666666666,11.666666666666666,6,6,2,2
26,140.0,105.0,0,0,0,1,0,0,10.666666666666666,11.2,3,5,1,2
23,119.0,105.0,1,0,0,1,0,0,11.333333333333334,11.0,3,2,1,0
46,110.0,130.0,0,0,1,0,1,1,0.0,0.0,0,0,0,0
19,140.0,140.0,0,0,0,1,0,0,12.0,12.666666666666666,6,6,2,2
48,133.1,149.5,0,0,0,1,1,0,0.0,0.0,0,0,0,0
22,150.0,150.0,1,0,0,1,1,0,12.857142857142858,14.3,12,10,2,2
18,123.0,114.6,1,0,1,0,0,0,12.0,10.75,3,4,0,0
18,141.0,130.2,0,0,0,1,1,0,13.5,0.0,6,0,0,0
21,106.0,106.0,1,0,0,1,1,1,10.5,11.0,4,1,0,0
19,138.0,125.1,1,1,0,1,0,1,13.5,12.8,6,5,0,2
20,133.1,130.0,0,0,0,0,0,1,13.4,11.4,5,5,2,0
20,132.0,141.8,1,0,0,1,1,0,11.833333333333334,12.166666666666666,6,6,2,2
19,117.0,120.2,1,0,0,1,1,0,0.0,0.0,0,0,2,0
20,140.0,143.0,0,0,0,1,0,0,13.5,12.5,6,5,2,2
19,126.0,118.7,1,0,0,1,0,0,0.0,0.0,0,0,0,0
20,138.0,134.2,1,0,0,1,0,1,15.0,13.0,6,6,2,2
18,145.0,134.9,1,0,0,1,0,0,15.5,16.0,6,6,2,2
22,140.0,122.3,0,0,0,1,0,0,13.6,12.0,5,5,0,2
18,134.0,133.0,1,0,0,1,0,0,11.75,12.0,6,5,2,2
20,133.1,95.0,0,0,0,1,1,0,0.0,0.0,0,0,0,0
20,135.0,121.0,0,0,0,1,0,0,10.0,13.0,1,1,1,0
48,133.1,100.0,0,0,0,1,1,0,10.0,10.0,3,1,0,0
23,118.0,117.0,1,0,0,0,1,0,10.0,12.333333333333334,3,3,0,0
18,140.0,146.3,1,0,0,1,0,1,0.0,0.0,0,0,0,2
18,115.0,108.7,1,0,0,1,0,1,11.4,11.333333333333334,5,6,2,2
19,150.0,150.0,0,0,1,1,0,1,14.333333333333334,13.833333333333334,6,6,2,2
18,152.0,156.9,0,0,0,1,0,1,14.668,14.63375,7,8,2,2
19,137.0,126.3,1,0,0,1,0,1,12.339999999999998,13.01875,6,8,2,2
23,140.0,150.0,0,0,0,1,1,0,13.0,10.0,2,1,0,0
21,150.0,150.0,0,0,0,1,1,0,11.857142857142858,10.571428571428571,5,5,1,1
18,140.0,138.3,1,0,0,1,0,0,0.0,0.0,0,0,1,2
18,135.0,123.5,1,0,0,1,1,0,0.0,10.0,0,1,1,0
18,148.0,143.3,0,0,0,1,0,1,13.44285714285714,15.075,7,8,2,2
19,126.0,119.4,0,0,0,1,0,0,12.666666666666666,11.666666666666666,6,6,2,2
21,138.0,123.0,1,0,0,1,0,0,11.0,10.5,1,2,1,1
19,140.0,123.5,1,0,0,1,0,1,14.75,14.75,8,8,2,2
20,121.0,117.5,1,0,1,0,0,0,12.0,11.666666666666666,2,3,0,0
24,133.1,117.8,0,0,0,1,0,0,11.416666666666666,11.9625,6,8,2,2
19,121.0,121.4,1,0,0,1,0,1,10.75,11.5,4,5,2,2
20,149.0,134.3,0,1,0,1,0,0,12.666666666666666,13.77777777777778,6,6,2,2
19,137.0,134.6,1,0,0,1,0,1,0.0,0.0,0,0,2,2
22,124.0,123.3,1,0,0,1,0,0,10.833333333333334,10.666666666666666,6,6,2,2
19,117.0,109.7,1,0,0,1,0,0,12.2,13.0,5,4,1,1
27,145.0,139.4,0,0,0,0,0,0,11.0,10.5,2,4,0,0
18,143.0,133.5,1,0,0,1,0,1,12.114285714285714,12.114285714285714,7,7,2,2
18,131.0,126.5,0,0,0,1,0,1,10.6,11.8,5,5,2,2
18,130.0,126.9,1,0,0,1,1,1,14.0,14.166666666666666,6,6,2,2
26,133.1,100.0,0,0,0,1,0,0,12.75,12.285714285714286,7,7,2,2
19,117.0,112.5,1,0,0,1,1,0,11.666666666666666,10.333333333333334,3,4,1,1
20,137.0,136.3,1,0,0,1,0,0,12.5,12.25,4,4,2,1
25,130.0,140.0,0,0,0,0,1,0,0.0,0.0,0,0,0,0
47,170.0,170.0,0,0,1,1,0,0,0.0,0.0,0,0,1,0
18,125.0,119.4,1,0,0,1,0,0,13.6,12.666666666666666,4,5,2,2
18,141.0,142.3,1,0,0,1,0,0,12.82875,12.82875,8,8,0,2
22,122.0,126.2,1,0,0,1,0,0,14.25,13.2,4,5,0,2
19,128.0,120.8,1,0,0,1,0,1,13.507142857142856,13.05,7,8,2,2
27,110.0,120.0,0,0,1,0,1,0,0.0,0.0,0,0,0,0
29,133.1,114.0,0,0,0,1,1,0,11.666666666666666,10.857142857142858,6,6,0,2
20,134.0,133.5,1,0,0,1,1,1,11.9725,12.65125,7,8,2,2
36,140.0,149.8,0,0,0,1,1,0,13.8,13.8,5,5,2,2
27,129.0,155.3,1,0,0,1,0,0,13.0,12.9,5,10,0,2
48,133.1,106.0,1,0,0,1,0,0,13.0,12.5,5,4,1,2
41,133.1,107.0,0,0,0,1,1,0,12.857142857142858,13.166666666666666,7,6,2,2
19,118.0,118.0,0,0,0,1,0,1,11.0,12.8,5,5,2,2
20,131.0,129.8,1,0,0,1,0,0,14.37,14.65,6,7,2,2
20,119.0,110.6,0,0,0,1,0,0,11.833333333333334,14.333333333333334,6,6,1,2
20,132.0,127.1,1,0,0,1,0,1,12.333333333333334,11.833333333333334,6,6,2,2
19,145.0,160.1,0,0,0,1,0,1,14.5,13.583333333333334,12,11,2,2
21,150.0,150.0,1,0,0,1,0,0,0.0,0.0,0,0,0,2
18,120.0,118.3,0,0,1,0,1,1,12.166666666666666,12.0,5,3,0,0
42,110.0,120.0,0,0,0,1,0,0,11.666666666666666,13.666666666666666,6,6,2,2
23,133.1,128.2,0,0,0,1,0,0,15.090909090909092,14.5,11,6,0,2
21,148.0,131.6,1,0,0,1,0,0,13.875,12.7,8,9,0,2
36,120.0,110.5,0,0,0,1,0,1,11.833333333333334,11.5,6,6,2,2
19,115.0,115.0,1,0,0,1,0,0,12.0,12.857142857142858,6,6,2,2
19,127.0,120.2,1,0,0,1,0,1,12.765714285714289,13.544444444444444,7,8,2,2
24,172.0,149.3,0,0,0,1,1,1,16.0,16.0,5,5,2,2
18,167.0,153.0,1,0,0,1,1,1,11.0,0.0,1,0,0,0
31,133.1,130.0,1,0,0,1,0,0,0.0,0.0,0,0,1,0
22,113.0,110.2,1,0,0,1,0,0,12.666666666666666,12.0,3,4,1,1
18,136.0,128.5,1,0,0,1,0,0,12.766666666666666,12.766666666666666,6,6,2,2
21,125.0,114.9,1,0,1,0,0,0,13.666666666666666,10.666666666666666,3,3,0,0
32,120.0,120.0,0,0,0,1,0,0,11.5,11.666666666666666,4,3,0,1
18,132.0,119.1,1,0,0,1,0,0,11.0,10.75,4,4,2,1
19,126.0,116.6,1,0,0,1,0,0,11.6,12.2,5,5,2,2
58,133.1,135.5,0,0,0,1,0,0,0.0,0.0,0,0,0,0
18,140.0,136.5,1,0,0,1,0,1,14.838571428571427,14.8,7,8,2,2
20,132.0,122.0,1,0,0,1,0,1,13.817142857142857,13.817142857142857,7,7,2,2
18,164.0,161.2,0,0,0,1,1,1,15.571428571428571,16.142857142857142,6,6,2,2
45,140.0,118.0,0,0,1,1,1,1,13.5,0.0,6,0,0,0
18,125.0,122.2,1,0,0,1,0,0,0.0,0.0,0,0,0,0
33,120.0,156.0,1,0,0,1,1,0,14.2,13.833333333333334,5,5,2,2
18,129.0,118.5,1,0,0,1,0,0,10.666666666666666,11.5,6,6,2,2
21,116.0,116.7,1,0,0,1,1,0,0.0,0.0,0,0,0,0
19,137.0,126.5,1,0,0,1,0,1,13.57625,13.57625,8,8,2,2
18,137.0,131.0,1,0,0,1,0,1,13.73125,13.73125,8,8,2,2
20,132.0,122.6,1,0,0,1,0,1,13.166666666666666,14.0,6,6,2,2
19,138.0,125.4,1,1,0,1,1,0,13.333333333333334,10.75,3,4,0,1
20,133.1,110.0,1,0,0,1,0,0,0.0,0.0,0,0,2,0
20,127.0,129.8,0,0,0,0,1,0,0.0,0.0,0,0,0,0
20,101.0,98.9,1,0,0,1,1,0,13.0,13.0,4,6,2,1
19,125.0,115.9,0,0,0,1,0,0,11.75,11.0,4,4,2,2
26,120.0,128.5,0,0,1,0,1,0,10.5,10.428571428571429,4,7,0,0
18,126.0,122.8,1,0,0,1,0,0,12.93375,12.93375,8,8,2,2
19,133.0,119.7,1,1,1,1,1,0,13.075,12.36111111111111,7,8,2,1
20,140.0,140.0,1,0,0,1,0,0,12.555555555555555,11.8,6,5,1,1
45,133.1,151.5,0,0,1,0,1,0,0.0,0.0,0,0,0,0
35,150.0,140.0,0,0,0,0,1,0,14.0,14.166666666666666,6,6,2,2
28,130.0,146.2,0,0,0,1,0,0,11.272727272727272,12.0,11,10,2,0
18,133.0,124.6,1,0,0,1,0,1,13.0,13.5,5,5,2,2
18,127.0,130.9,1,0,0,1,0,0,11.333333333333334,12.6,6,5,2,2
20,121.0,119.3,1,0,1,1,0,0,12.666666666666666,11.833333333333334,6,6,2,2
26,133.1,120.0,0,0,1,0,1,0,0.0,0.0,0,0,0,0
19,114.0,114.5,1,0,0,1,0,1,13.094285714285714,12.55,7,8,2,2
19,118.0,118.7,0,0,0,1,1,1,12.0,14.0,6,6,2,2
19,125.0,125.4,1,0,0,1,1,0,13.333333333333334,11.0,3,1,0,0
18,140.0,142.5,1,0,0,1,0,0,13.333333333333334,13.2,6,5,2,2
50,140.0,108.0,0,0,0,1,0,0,13.333333333333334,12.2,3,5,1,2
19,140.0,127.0,1,0,0,1,0,0,13.44285714285714,13.44285714285714,7,7,2,2
18,142.0,127.0,1,0,0,1,0,1,12.0,11.6,5,4,2,2
27,133.1,118.0,0,0,0,1,1,0,14.0,14.714285714285714,6,6,2,2
37,133.1,100.0,0,0,1,1,0,0,11.375,12.166666666666666,7,6,1,1
19,136.0,127.3,1,0,0,1,1,0,11.0,10.0,3,2,0,0
39,130.0,130.0,0,0,0,1,0,0,0.0,0.0,0,0,0,0
19,133.0,128.8,0,0,0,1,1,0,13.166666666666666,13.0,12,12,2,2
55,140.0,122.9,0,0,0,1,0,0,10.0,12.0,1,2,0,0
18,142.0,130.5,1,0,0,1,0,1,12.214285714285714,14.0625,7,8,2,2
18,137.0,127.9,1,0,0,1,0,1,13.46,12.2375,5,7,0,2
20,147.0,140.7,1,0,1,1,0,1,15.052631578947368,14.538461538461538,18,13,2,2
28,133.1,110.0,0,0,0,1,0,0,12.0,12.0,4,4,0,2
19,136.0,129.0,1,0,0,1,0,1,14.0,12.2,6,5,0,2
20,117.0,112.1,0,0,0,1,0,1,13.188,12.892857142857142,5,7,1,2
18,138.0,134.5,1,0,0,1,0,0,13.457142857142856,15.125,7,8,2,2
19,138.0,125.1,1,0,0,1,0,1,12.666666666666666,13.0,6,6,2,2
29,149.0,156.1,1,0,0,0,1,0,0.0,0.0,0,0,0,0
19,129.0,117.1,1,0,0,1,1,0,0.0,0.0,0,0,0,0
18,127.0,115.8,1,0,0,1,0,0,12.571428571428571,13.666666666666666,6,6,2,2
22,133.1,140.0,1,0,0,1,0,0,15.166666666666666,16.0,6,6,2,2
21,138.0,133.5,1,0,0,1,0,1,10.2,12.25,3,4,1,1
34,150.0,146.0,0,0,0,1,1,0,14.2,14.6,5,5,1,2
19,120.0,112.7,0,0,0,1,1,0,14.857142857142858,14.142857142857142,6,6,2,2
19,119.0,118.3,0,0,0,1,0,0,11.25,0.0,4,0,0,0
20,122.0,121.0,1,0,0,1,1,0,14.25,10.0,4,1,1,0
26,130.0,130.0,1,1,0,1,1,0,12.5,10.0,4,3,0,0
23,140.0,140.0,1,0,0,1,0,0,0.0,0.0,0,0,0,0
18,130.0,121.6,1,0,0,1,0,1,10.0,0.0,1,0,0,0
18,170.0,165.8,1,0,0,1,1,0,14.5,15.166666666666666,6,6,2,2
20,170.0,166.6,0,0,1,0,0,1,14.4,14.0,5,5,0,0
19,134.0,131.6,1,1,0,1,0,0,11.8,12.0,5,5,2,2
45,133.1,144.5,0,0,0,1,0,0,12.5,11.666666666666666,4,3,0,0
18,140.0,146.4,0,0,0,1,0,0,12.6,11.6,5,5,2,2
21,133.1,110.0,1,0,0,1,0,1,13.285714285714286,13.0,6,6,2,2
24,120.0,100.0,1,0,0,1,0,0,10.0,0.0,1,0,0,0
18,132.0,120.3,1,0,0,1,0,1,13.75,14.47777777777778,7,8,2,2
37,133.1,123.0,0,0,0,1,0,1,10.985714285714286,12.3,7,8,2,2
33,130.0,110.0,1,0,0,1,0,0,11.0,11.0,6,5,2,1
19,112.0,107.8,1,0,0,1,0,0,10.333333333333334,14.428571428571429,3,3,1,0
18,129.0,136.4,1,0,0,1,0,0,12.333333333333334,12.833333333333334,6,6,1,2
19,128.0,118.2,0,0,0,1,0,0,0.0,0.0,0,0,0,0
20,150.0,150.0,0,0,0,1,1,0,0.0,0.0,0,0,0,0
23,115.0,113.6,0,0,0,1,1,0,13.0,12.0,6,6,1,2
19,129.0,122.4,1,0,0,1,0,0,13.75,12.6,4,5,1,2
29,133.1,97.5,1,0,0,1,1,0,0.0,0.0,0,0,0,0
20,151.0,100.0,0,0,1,1,0,0,12.2,14.6,5,5,1,2
18,134.0,128.4,1,0,0,1,0,1,12.857142857142858,13.25,5,4,2,2
19,125.0,120.3,1,0,0,1,0,0,11.716666666666669,13.7,5,5,1,2
18,147.0,134.8,1,0,0,1,0,0,14.016666666666666,14.016666666666666,6,6,2,2
26,133.1,130.0,1,0,0,1,0,0,12.666666666666666,12.25,6,4,2,2
20,134.0,133.0,1,0,0,1,0,1,15.142857142857142,15.142857142857142,6,6,2,2
19,136.0,136.0,1,0,1,0,0,1,11.833333333333334,12.875,6,6,2,0
21,120.0,120.0,1,0,0,1,0,0,11.5,11.0,5,5,0,2
34,120.0,100.0,0,0,0,1,0,0,0.0,11.0,0,1,0,0
35,140.0,110.0,0,0,0,1,0,1,11.666666666666666,11.8,3,5,1,2
19,154.0,141.4,0,0,0,1,0,1,15.0,14.857142857142858,6,6,2,2
18,142.0,127.3,1,0,0,1,0,0,15.075714285714286,15.075714285714286,7,7,2,2
20,103.0,108.3,0,0,0,1,0,1,0.0,0.0,0,0,1,0
22,133.0,120.4,1,0,0,1,0,0,14.8,15.8,5,5,2,2
18,122.0,116.1,1,0,0,1,1,1,12.25,12.2,4,5,0,2
18,126.0,118.7,1,0,0,1,0,1,14.166666666666666,13.666666666666666,6,6,2,2
21,120.0,113.9,1,0,0,1,0,0,12.25,10.333333333333334,4,3,0,0
21,133.1,125.5,1,0,0,1,0,1,13.2,13.2575,7,7,2,2
37,110.0,110.0,0,0,0,1,1,0,0.0,0.0,0,0,0,0
18,133.1,109.6,0,0,0,1,0,0,12.25,11.0,4,5,0,2
26,130.0,133.0,1,0,0,1,0,1,13.7,13.7,6,6,2,2
18,131.0,131.7,1,0,0,1,0,0,11.75,12.25,4,4,0,1
19,128.0,124.7,0,0,0,1,1,1,12.528571428571428,12.416666666666666,6,6,1,2
50,130.0,140.0,0,0,0,1,1,0,12.25,0.0,4,0,0,0
18,147.0,134.9,0,1,0,1,0,0,13.642857142857142,14.772727272727272,7,8,2,2
19,162.0,138.6,1,0,0,1,0,0,11.0,0.0,1,0,1,0
30,140.0,130.0,1,0,0,1,1,0,12.333333333333334,12.0,9,8,2,2
28,148.0,130.9,0,0,0,0,1,0,0.0,0.0,0,0,0,0
18,145.0,130.5,1,0,0,1,0,0,14.24,14.24,7,7,2,2
20,133.1,100.0,0,0,0,1,1,0,12.857142857142858,12.75,7,4,1,2
21,131.0,130.7,0,0,1,1,0,0,11.5,11.0,2,4,1,0
18,122.0,131.0,1,0,0,1,0,0,12.516666666666666,12.516666666666666,6,6,0,2
23,139.0,127.1,0,0,0,1,1,1,11.8,13.25,5,4,2,2
20,114.0,111.9,1,0,0,1,1,1,12.0,12.5,6,6,1,2
18,128.0,122.1,0,0,0,1,0,1,11.571428571428571,12.0,4,5,1,2
34,120.0,122.0,1,0,0,1,0,0,12.2,12.333333333333334,10,9,2,2
25,130.0,130.0,0,0,1,0,1,0,0.0,0.0,0,0,0,0
22,100.0,153.0,0,0,0,1,1,0,14.5,14.375,3,4,1,2
18,157.0,143.0,0,0,0,1,1,0,13.4,13.4,7,7,2,2
47,150.0,122.5,0,0,0,1,1,0,11.5,11.6,4,5,0,2
27,180.0,152.7,1,0,1,0,1,0,0.0,0.0,0,0,0,0
22,133.1,136.0,1,0,0,1,1,0,0.0,0.0,0,0,0,0
27,133.1,110.0,1,0,0,1,1,0,0.0,0.0,0,0,0,0
22,119.0,118.3,1,0,0,1,0,0,15.0,10.25,3,4,1,0
18,136.0,126.3,1,0,0,1,0,1,11.6,11.6,6,6,2,2
21,147.0,151.9,1,0,0,1,0,0,12.0,12.666666666666666,17,17,2,2
31,133.1,138.7,0,0,0,1,0,0,10.333333333333334,12.0,3,3,0,0
19,120.0,115.1,1,0,0,1,0,0,13.857142857142858,13.4,6,5,2,2
20,102.0,100.6,1,0,0,1,0,1,12.766666666666666,12.128571428571428,6,7,2,2
21,121.0,111.9,1,0,0,1,1,0,0.0,12.285714285714286,0,5,2,2
20,157.0,146.2,1,0,0,1,0,1,15.25,14.714285714285714,6,6,2,2
18,127.0,125.6,0,0,1,1,0,1,14.0,0.0,1,0,0,0
19,118.0,113.8,1,0,0,1,0,0,12.333333333333334,12.5,6,6,2,2
19,135.0,136.1,1,0,0,1,1,0,11.4,12.4,5,5,1,2
18,138.0,132.8,1,0,0,1,0,0,12.385714285714286,13.755555555555556,6,8,2,2
32,133.1,120.0,0,0,1,1,1,0,12.0,0.0,2,0,0,0
21,134.0,124.2,0,0,0,1,0,1,11.25,11.4,4,4,2,2
20,131.0,131.4,1,0,0,1,1,0,0.0,0.0,0,0,2,0
18,136.0,139.2,1,0,0,1,0,0,13.833333333333334,14.0,6,6,2,2
18,168.0,126.8,1,0,0,1,1,0,12.6,13.0,5,6,1,2
19,142.0,132.7,1,0,0,1,0,1,14.7875,15.8625,7,8,2,2
